"title","image_url","price","sku"
"Heddz","https://m.media-amazon.com/images/I/61FmoGReX0L._AC_UL320_.jpg","","B0BL7LVZPV"
"Heddz","https://m.media-amazon.com/images/I/51qsxnMabTL._AC_UL320_.jpg","","B09Z661185"
"CREEK","https://m.media-amazon.com/images/I/51C1A3WYT8L._AC_UL320_.jpg","449.35","B0DWFRQDBV"
"Karsaer","https://m.media-amazon.com/images/I/514ZmOlsh5L._AC_UL320_.jpg","","B0CH8F1DS3"
"LensKandy","https://m.media-amazon.com/images/I/51730rhOeLL._AC_UL320_.jpg","","B0BSHCBHKX"
"LensKandy","https://m.media-amazon.com/images/I/51ofWjb5-SL._AC_UL320_.jpg","","B0D1PD4MDG"
"LensKandy","https://m.media-amazon.com/images/I/41O9Kqum-xL._AC_UL320_.jpg","","B0C66M3TN4"
"LensKandy","https://m.media-amazon.com/images/I/51U0pczpjEL._AC_UL320_.jpg","","B0C7QQL1WK"
"LensKandy","https://m.media-amazon.com/images/I/51dT2g-oT7L._AC_UL320_.jpg","","B0BZ7RR9WS"
"LensKandy","https://m.media-amazon.com/images/I/51uoiePsd9L._AC_UL320_.jpg","","B0C7QNNY79"
"LensKandy","https://m.media-amazon.com/images/I/31teDf32ofL._AC_UL320_.jpg","","B0B9K8FJQH"
"LensKandy","https://m.media-amazon.com/images/I/61lnhj8LITL._AC_UL320_.jpg","","B0D1PFHDG8"
"LensKandy","https://m.media-amazon.com/images/I/51dLwyxD+qL._AC_UL320_.jpg","","B0BSGXW221"
"LensKandy","https://m.media-amazon.com/images/I/51-C7+bv28L._AC_UL320_.jpg","","B0CD629GH5"
"LensKandy","https://m.media-amazon.com/images/I/513DHsLmtkL._AC_UL320_.jpg","","B0CKJ66CV7"
"LensKandy","https://m.media-amazon.com/images/I/61dvFflKgzL._AC_UL320_.jpg","","B0D1PD5D9R"
"LensKandy","https://m.media-amazon.com/images/I/51-JWjXRlYL._AC_UL320_.jpg","","B0D1P88VCB"
"LensKandy","https://m.media-amazon.com/images/I/3192VhM4OuL._AC_UL320_.jpg","","B0C7QP3YWX"
"LensKandy","https://m.media-amazon.com/images/I/31hBTF1VOYL._AC_UL320_.jpg","","B0BHWX438P"
"LensKandy","https://m.media-amazon.com/images/I/512lSwLs3dL._AC_UL320_.jpg","","B0BY6X84GP"
"Karsaer","https://m.media-amazon.com/images/I/51DILG9qooL._AC_UL320_.jpg","","B0DGXPC8FS"
"Karsaer","https://m.media-amazon.com/images/I/51XJKuM6rJL._AC_UL320_.jpg","","B0DGXKMG5Q"
"4Flaunt","https://m.media-amazon.com/images/I/519iTQUGu+L._AC_UL320_.jpg","","B0DVQ33RD6"
