"title","image_url","price","sku"
"Dervin","https://m.media-amazon.com/images/I/71rJnI5WU4L._AC_UL320_.jpg","491.13","B0DZ2HXQ52"
"LensKandy","https://m.media-amazon.com/images/I/51dT2g-oT7L._AC_UL320_.jpg","","B0BZ7WKGDG"
"LensKandy","https://m.media-amazon.com/images/I/51kBPSXh3pL._AC_UL320_.jpg","","B09SP5ZCKF"
"LensKandy","https://m.media-amazon.com/images/I/5176iZphV-L._AC_UL320_.jpg","","B0D1P83RGJ"
"LensKandy","https://m.media-amazon.com/images/I/51dT2g-oT7L._AC_UL320_.jpg","","B0BZ7W8V1P"
"LensKandy","https://m.media-amazon.com/images/I/314Bwu0Q4ML._AC_UL320_.jpg","","B0C3HC2NZP"
"LensKandy","https://m.media-amazon.com/images/I/41ByJED65ZL._AC_UL320_.jpg","","B0B6PV7KRC"
"LensKandy","https://m.media-amazon.com/images/I/51iEa+-31XL._AC_UL320_.jpg","","B0C7QS51XK"
"LensKandy","https://m.media-amazon.com/images/I/31yqZgiyiwL._AC_UL320_.jpg","","B0B9KBHNRZ"
"LensKandy","https://m.media-amazon.com/images/I/51dT2g-oT7L._AC_UL320_.jpg","","B0BZ7W1N41"
"LensKandy","https://m.media-amazon.com/images/I/51-nrjGDMbL._AC_UL320_.jpg","","B0C3XX93K8"
"LensKandy","https://m.media-amazon.com/images/I/516wiKmfNgL._AC_UL320_.jpg","","B0BTTRVJ7K"
"LensKandy","https://m.media-amazon.com/images/I/51dT2g-oT7L._AC_UL320_.jpg","","B0BZ7SFTBF"
"LensKandy","https://m.media-amazon.com/images/I/61osXZToqYL._AC_UL320_.jpg","","B0D1PF4C7S"
"LensKandy","https://m.media-amazon.com/images/I/41zvGsZC6QL._AC_UL320_.jpg","","B0BZ7W4KVM"
"LensKandy","https://m.media-amazon.com/images/I/51qj5XvCi9L._AC_UL320_.jpg","","B0BVWDXCFP"
"LensKandy","https://m.media-amazon.com/images/I/41MfX9GTvhL._AC_UL320_.jpg","","B0BJC6G3MX"
"LensKandy","https://m.media-amazon.com/images/I/41hww+56H8L._AC_UL320_.jpg","","B0BZ84FR12"
"LensKandy","https://m.media-amazon.com/images/I/51dT2g-oT7L._AC_UL320_.jpg","","B0BZ7WXP7N"
"LensKandy","https://m.media-amazon.com/images/I/51tOxcvEMqL._AC_UL320_.jpg","","B0CKJ6KX3H"
"LensKandy","https://m.media-amazon.com/images/I/51dT2g-oT7L._AC_UL320_.jpg","","B0BZ7YDWTS"
"LensKandy","https://m.media-amazon.com/images/I/51-C7+bv28L._AC_UL320_.jpg","","B0CD611JF5"
"LensKandy","https://m.media-amazon.com/images/I/51N6YMSnZHL._AC_UL320_.jpg","","B0CKJ4PL7N"
"LensKandy","https://m.media-amazon.com/images/I/51-C7+bv28L._AC_UL320_.jpg","","B0CD618WGQ"
"LensKandy","https://m.media-amazon.com/images/I/41zvGsZC6QL._AC_UL320_.jpg","","B0BZ7T18L2"
"LensKandy","https://m.media-amazon.com/images/I/61PeTEENemL._AC_UL320_.jpg","","B0D1PDRY21"
"LensKandy","https://m.media-amazon.com/images/I/51hBDKbSz1L._AC_UL320_.jpg","","B0B3HZBNDZ"
